25.000000 50.000000 50.000000
75.000000 50.000000 50.000000


25.000032 50.050000 50.000000
74.999968 49.950000 50.000000


25.000096 50.100000 50.000000
74.999904 49.900000 50.000000


25.000194 50.150001 50.000001
74.999807 49.850001 50.000001


25.000324 50.200001 50.000001
74.999676 49.800001 50.000001


25.000487 50.250001 50.000001
74.999513 49.750001 50.000001


25.000684 50.300001 50.000001
74.999317 49.700001 50.000001


25.000913 50.350001 50.000001
74.999088 49.650002 50.000001


25.001175 50.400001 50.000002
74.998826 49.600002 50.000001


25.001470 50.450001 50.000002
74.998531 49.550003 50.000002


25.001798 50.500001 50.000002
74.998204 49.500003 50.000002


25.002158 50.550001 50.000002
74.997843 49.450004 50.000002


25.002552 50.600000 50.000003
74.997449 49.400005 50.000002


25.002979 50.650000 50.000003
74.997023 49.350005 50.000002


25.003438 50.699999 50.000003
74.996564 49.300006 50.000003


25.003931 50.749999 50.000003
74.996071 49.250007 50.000003


25.004456 50.799998 50.000003
74.995546 49.200008 50.000003


25.005014 50.849997 50.000004
74.994988 49.150010 50.000003


25.005605 50.899996 50.000004
74.994397 49.100011 50.000003


25.006229 50.949995 50.000004
74.993773 49.050013 50.000003


25.006886 50.999994 50.000004
74.993116 49.000014 50.000004


25.007576 51.049992 50.000004
74.992426 48.950016 50.000004


25.008299 51.099991 50.000005
74.991704 48.900018 50.000004


25.009055 51.149989 50.000005
74.990948 48.850021 50.000004


25.009843 51.199987 50.000005
74.990159 48.800023 50.000004


25.010665 51.249985 50.000005
74.989338 48.750026 50.000005


25.011519 51.299982 50.000005
74.988484 48.700028 50.000005


25.012407 51.349980 50.000006
74.987596 48.650031 50.000005


25.013327 51.399977 50.000006
74.986676 48.600035 50.000005


25.014280 51.449974 50.000006
74.985723 48.550038 50.000005


25.015266 51.499970 50.000006
74.984737 48.500042 50.000005


25.016285 51.549967 50.000006
74.983718 48.450046 50.000006


25.017337 51.599963 50.000007
74.982667 48.400050 50.000006


25.018422 51.649959 50.000007
74.981582 48.350054 50.000006


25.019540 51.699955 50.000007
74.980464 48.300059 50.000006


25.020691 51.749950 50.000007
74.979314 48.250064 50.000006


25.021874 51.799945 50.000008
74.978130 48.200069 50.000006


25.023091 51.849940 50.000008
74.976914 48.150075 50.000007


25.024340 51.899935 50.000008
74.975664 48.100081 50.000007


25.025622 51.949929 50.000008
74.974382 48.050087 50.000007


25.026938 51.999923 50.000008
74.973067 48.000093 50.000007


25.028286 52.049917 50.000009
